shd_fips,mrp_mean,mrp_sd,mrp_lower,mrp_upper,raw_mean,sample_size,abb,state,district,name,state_fips,pres_2012
26072,-0.294240185,0.136189337,-0.459760861,-0.029976376,-0.199920593,88,MI,Michigan,72,"State House District 72 (2012), Michigan",26,0.432359406
26073,0.116374597,0.106127933,-0.126054876,0.311466441,0.231884396,103,MI,Michigan,73,"State House District 73 (2012), Michigan",26,0.385231135
26074,-0.041049556,0.112468614,-0.271481183,0.194702095,0.078434324,85,MI,Michigan,74,"State House District 74 (2012), Michigan",26,0.389722981
26075,-0.416724822,0.118586872,-0.621812025,-0.182411371,-0.16481261,86,MI,Michigan,75,"State House District 75 (2012), Michigan",26,0.758603916
26076,-0.282027322,0.10148082,-0.483000115,-0.081111289,-0.207133963,97,MI,Michigan,76,"State House District 76 (2012), Michigan",26,0.553143568
26077,0.048320995,0.108775426,-0.188162218,0.258342589,0.184318061,103,MI,Michigan,77,"State House District 77 (2012), Michigan",26,0.410691421
26078,-0.128994878,0.128016506,-0.413053444,0.102185115,-0.132476046,60,MI,Michigan,78,"State House District 78 (2012), Michigan",26,0.432461292
26079,-0.103612455,0.131682527,-0.294138828,0.156298224,0.059707677,77,MI,Michigan,79,"State House District 79 (2012), Michigan",26,0.48163017
26080,-0.058579545,0.115537759,-0.294127313,0.184672624,0.02479507,71,MI,Michigan,80,"State House District 80 (2012), Michigan",26,0.41681927
26081,0.123710161,0.130241457,-0.113587472,0.414149619,0.253310717,67,MI,Michigan,81,"State House District 81 (2012), Michigan",26,0.443902559
26082,-0.250996477,0.128980025,-0.548446688,-0.043941069,-0.362027784,70,MI,Michigan,82,"State House District 82 (2012), Michigan",26,0.441946861
26083,-0.039646836,0.108328751,-0.237780643,0.196016411,-0.025466633,92,MI,Michigan,83,"State House District 83 (2012), Michigan",26,0.469145372
26084,0.218292057,0.118019565,-0.031837209,0.424853789,0.322098462,67,MI,Michigan,84,"State House District 84 (2012), Michigan",26,0.437751592
26085,-0.00470757,0.111498782,-0.238007553,0.20641428,0.029039695,79,MI,Michigan,85,"State House District 85 (2012), Michigan",26,0.505220992
26086,0.158399889,0.131492591,-0.100143669,0.443226115,0.287457082,61,MI,Michigan,86,"State House District 86 (2012), Michigan",26,0.363731725
26087,0.211493175,0.136335969,-0.095312683,0.480702543,0.284747957,54,MI,Michigan,87,"State House District 87 (2012), Michigan",26,0.405357986
26088,0.46803904,0.125546517,0.230984945,0.739958903,0.775171241,68,MI,Michigan,88,"State House District 88 (2012), Michigan",26,0.265964863
26089,-0.037210892,0.158275081,-0.349545879,0.149328069,-0.020395092,63,MI,Michigan,89,"State House District 89 (2012), Michigan",26,0.378963992
26090,0.0157435,0.136469833,-0.198746546,0.317372227,0.305753903,78,MI,Michigan,90,"State House District 90 (2012), Michigan",26,0.329238999
26091,-0.148599146,0.12438906,-0.410448522,0.123350665,-0.082461186,72,MI,Michigan,91,"State House District 91 (2012), Michigan",26,0.51010547
26092,-0.210062637,0.147090541,-0.398167785,0.084955206,0.006252775,89,MI,Michigan,92,"State House District 92 (2012), Michigan",26,0.684196816
26093,0.029813686,0.11856854,-0.21928129,0.25734254,0.054391037,60,MI,Michigan,93,"State House District 93 (2012), Michigan",26,0.466524747
26094,-0.041225757,0.122411891,-0.31102881,0.203472516,0.046079763,61,MI,Michigan,94,"State House District 94 (2012), Michigan",26,0.438987094
26095,-0.288235838,0.133773241,-0.524075349,-0.029011591,-0.190402453,69,MI,Michigan,95,"State House District 95 (2012), Michigan",26,0.75038747
26096,-0.047975108,0.132037158,-0.316765718,0.12897469,0.015862887,80,MI,Michigan,96,"State House District 96 (2012), Michigan",26,0.542435864
26097,0.150357118,0.118568347,-0.094516131,0.381187313,0.231672879,85,MI,Michigan,97,"State House District 97 (2012), Michigan",26,0.461178287
26098,0.269453136,0.116443909,0.029780754,0.466710461,0.44174777,88,MI,Michigan,98,"State House District 98 (2012), Michigan",26,0.434238668
26099,-0.179537837,0.130998264,-0.395727891,0.116818671,-0.167440197,81,MI,Michigan,99,"State House District 99 (2012), Michigan",26,0.51369463
26100,0.050643628,0.133138437,-0.204150191,0.346998183,0.061231535,50,MI,Michigan,100,"State House District 100 (2012), Michigan",26,0.43850395
26101,-0.047688811,0.109792702,-0.226974486,0.205995147,0.000723669,87,MI,Michigan,101,"State House District 101 (2012), Michigan",26,0.487268404
26102,0.167454429,0.112446776,-0.062979859,0.373077964,0.212789435,94,MI,Michigan,102,"State House District 102 (2012), Michigan",26,0.430540915
26103,0.040514814,0.11144797,-0.179805125,0.285798094,0.067406086,76,MI,Michigan,103,"State House District 103 (2012), Michigan",26,0.434199702
26104,-0.016508636,0.240235367,-0.382454797,0.35763718,-0.103132477,61,MI,Michigan,104,"State House District 104 (2012), Michigan",26,0.440317239
26105,0.363820551,0.133574217,0.092231762,0.522392039,0.408347885,88,MI,Michigan,105,"State House District 105 (2012), Michigan",26,0.408282035
26106,-0.198295495,0.114742888,-0.358799949,0.052841936,-0.162683408,107,MI,Michigan,106,"State House District 106 (2012), Michigan",26,0.457603599
26107,-0.046883932,0.153728858,-0.233463786,0.250569718,0.057775573,69,MI,Michigan,107,"State House District 107 (2012), Michigan",26,0.438295194
26108,0.238625408,0.11284912,0.059821672,0.480885615,0.385500753,83,MI,Michigan,108,"State House District 108 (2012), Michigan",26,0.448414427
26109,0.097684787,0.116252901,-0.14009537,0.340423681,0.201823541,89,MI,Michigan,109,"State House District 109 (2012), Michigan",26,0.539732727
26110,0.160094124,0.110478017,-0.051530422,0.389920261,0.278892398,94,MI,Michigan,110,"State House District 110 (2012), Michigan",26,0.476776936
2701A,0.075076674,0.178896277,-0.342464271,0.402893602,0.164918907,20,MN,Minnesota,01A,"State House District 01A (2012), Minnesota",27,0.441696496
2701B,-0.177167656,0.154234059,-0.526058343,0.081286043,-0.253096,34,MN,Minnesota,01B,"State House District 01B (2012), Minnesota",27,0.470304888
2702A,0.125227546,0.195761067,-0.129878537,0.529512365,0.383005336,28,MN,Minnesota,02A,"State House District 02A (2012), Minnesota",27,0.489754821
2702B,0.072152915,0.185891267,-0.307271035,0.421744374,0.129479915,23,MN,Minnesota,02B,"State House District 02B (2012), Minnesota",27,0.429310434
2703A,-0.104860964,0.230183665,-0.412279806,0.320279158,0.036900169,29,MN,Minnesota,03A,"State House District 03A (2012), Minnesota",27,0.566326758
2703B,-0.139972582,0.17412089,-0.546556602,0.155869983,-0.14757829,28,MN,Minnesota,03B,"State House District 03B (2012), Minnesota",27,0.612283149
2704A,-0.26298039,0.167001332,-0.603156581,-0.016616064,-0.176067538,32,MN,Minnesota,04A,"State House District 04A (2012), Minnesota",27,0.56665786
2704B,-0.111970211,0.15297069,-0.433789462,0.218680048,-0.049965137,37,MN,Minnesota,04B,"State House District 04B (2012), Minnesota",27,0.475734651
2705A,-0.216139791,0.167179442,-0.490052517,0.160091702,-0.214906587,32,MN,Minnesota,05A,"State House District 05A (2012), Minnesota",27,0.531784657
2705B,-0.099575143,0.150703638,-0.434160897,0.195047979,-0.09575905,32,MN,Minnesota,05B,"State House District 05B (2012), Minnesota",27,0.504580624
2706A,0.242945652,0.171298761,-0.025696812,0.63124275,0.678307126,35,MN,Minnesota,06A,"State House District 06A (2012), Minnesota",27,0.646422508
2706B,0.291118878,0.164606965,0.025188718,0.636367308,0.728613456,33,MN,Minnesota,06B,"State House District 06B (2012), Minnesota",27,0.632623169
2707A,-0.320524093,0.148152466,-0.643403709,-0.06632291,-0.147571384,44,MN,Minnesota,07A,"State House District 07A (2012), Minnesota",27,0.689275855
2707B,0.064243909,0.233796003,-0.379700894,0.358822512,0.211050946,23,MN,Minnesota,07B,"State House District 07B (2012), Minnesota",27,0.71696205
2708A,0.262421982,0.185286381,-0.113581021,0.540479442,0.500871208,28,MN,Minnesota,08A,"State House District 08A (2012), Minnesota",27,0.399619012
2708B,-0.207164342,0.288208511,-0.616466406,0.301095894,-0.013816347,23,MN,Minnesota,08B,"State House District 08B (2012), Minnesota",27,0.409667924
2709A,-0.040809121,0.152814726,-0.293770014,0.293224787,0.111889397,43,MN,Minnesota,09A,"State House District 09A (2012), Minnesota",27,0.383920739
2709B,-0.088268387,0.180602568,-0.463311239,0.199593742,-0.11538872,29,MN,Minnesota,09B,"State House District 09B (2012), Minnesota",27,0.383611882
2710A,0.001651313,0.160227433,-0.321865745,0.356213418,0.170169669,30,MN,Minnesota,10A,"State House District 10A (2012), Minnesota",27,0.434849284
2710B,0.084928773,0.181030026,-0.270836646,0.397490694,0.061600801,22,MN,Minnesota,10B,"State House District 10B (2012), Minnesota",27,0.453781513
2711A,-0.040948397,0.144758777,-0.329702422,0.256070918,0.046286546,36,MN,Minnesota,11A,"State House District 11A (2012), Minnesota",27,0.634759198
2711B,-0.052164236,0.153794714,-0.400429932,0.217059183,0.008688204,37,MN,Minnesota,11B,"State House District 11B (2012), Minnesota",27,0.478514242
2712A,0.044219141,0.151311258,-0.245527838,0.36672809,0.18315758,31,MN,Minnesota,12A,"State House District 12A (2012), Minnesota",27,0.47241524
2712B,-0.182181994,0.230642039,-0.475364505,0.295545543,-0.069491122,19,MN,Minnesota,12B,"State House District 12B (2012), Minnesota",27,0.369450528
2713A,0.390633386,0.201645406,0.000793692,0.668381162,0.83005822,23,MN,Minnesota,13A,"State House District 13A (2012), Minnesota",27,0.419354839
2713B,0.303755694,0.268835628,-0.167325512,0.679545076,0.605760841,27,MN,Minnesota,13B,"State House District 13B (2012), Minnesota",27,0.41484004
2714A,-0.053029874,0.174079242,-0.284059287,0.297595224,0.325943974,35,MN,Minnesota,14A,"State House District 14A (2012), Minnesota",27,0.486976791
2714B,-0.142156017,0.158646423,-0.462240579,0.216361891,0.075124325,27,MN,Minnesota,14B,"State House District 14B (2012), Minnesota",27,0.550151646
2715A,-0.10547779,0.172603198,-0.343209623,0.244093179,0.032590986,42,MN,Minnesota,15A,"State House District 15A (2012), Minnesota",27,0.431389719
2715B,-0.056919606,0.190375268,-0.374882356,0.360242318,0.211224734,23,MN,Minnesota,15B,"State House District 15B (2012), Minnesota",27,0.356871239
2716A,-0.302583404,0.228756465,-0.605980697,0.114840184,-0.261821468,30,MN,Minnesota,16A,"State House District 16A (2012), Minnesota",27,0.465265977
2716B,0.004097448,0.148544605,-0.307539611,0.306847487,0.080997913,36,MN,Minnesota,16B,"State House District 16B (2012), Minnesota",27,0.410192728
2717A,0.015595637,0.180877158,-0.36108135,0.324377575,-0.039533332,23,MN,Minnesota,17A,"State House District 17A (2012), Minnesota",27,0.481167704
2717B,0.138592581,0.273430843,-0.351448067,0.519203177,0.401765792,19,MN,Minnesota,17B,"State House District 17B (2012), Minnesota",27,0.479207411
2718A,-0.171869791,0.144567591,-0.459327559,0.115180343,-0.112965833,43,MN,Minnesota,18A,"State House District 18A (2012), Minnesota",27,0.407663598
2718B,0.136859574,0.191701157,-0.239648897,0.433362914,0.308416953,23,MN,Minnesota,18B,"State House District 18B (2012), Minnesota",27,0.379075877
2719A,-0.322388376,0.161011501,-0.595811688,0.026287852,-0.132223762,32,MN,Minnesota,19A,"State House District 19A (2012), Minnesota",27,0.538002425
2719B,-0.114011458,0.16874679,-0.416118196,0.242701057,0.351803877,23,MN,Minnesota,19B,"State House District 19B (2012), Minnesota",27,0.588374501
2720A,0.229923042,0.162553341,-0.085907767,0.567966302,0.645108049,28,MN,Minnesota,20A,"State House District 20A (2012), Minnesota",27,0.411562515
2720B,-0.151619854,0.157415911,-0.481423546,0.066160355,-0.093413872,49,MN,Minnesota,20B,"State House District 20B (2012), Minnesota",27,0.552440098
2721A,-0.02943312,0.171997843,-0.385403347,0.317834089,0.117552414,21,MN,Minnesota,21A,"State House District 21A (2012), Minnesota",27,0.520780915
2721B,-0.098312055,0.284616463,-0.500067056,0.377511111,0.177137898,24,MN,Minnesota,21B,"State House District 21B (2012), Minnesota",27,0.450070255
2722A,-0.11183588,0.141389734,-0.433198847,0.177787537,-0.160094314,43,MN,Minnesota,22A,"State House District 22A (2012), Minnesota",27,0.42375537
2722B,-0.257467205,0.155448667,-0.575712361,0.077759321,-0.175179996,26,MN,Minnesota,22B,"State House District 22B (2012), Minnesota",27,0.447534471
2723A,0.008524774,0.169151506,-0.363441255,0.339829005,0.06993651,22,MN,Minnesota,23A,"State House District 23A (2012), Minnesota",27,0.399146264
2723B,-0.262051453,0.183596512,-0.67052825,0.09001871,-0.477850375,21,MN,Minnesota,23B,"State House District 23B (2012), Minnesota",27,0.483304391
2724A,0.056338262,0.155918832,-0.252987791,0.39000504,0.376695777,36,MN,Minnesota,24A,"State House District 24A (2012), Minnesota",27,0.466492335
2724B,0.21489984,0.17430163,-0.118344281,0.578403977,0.823925832,21,MN,Minnesota,24B,"State House District 24B (2012), Minnesota",27,0.481584316
2725A,-0.030075042,0.154633887,-0.308633465,0.303118279,0.251864999,35,MN,Minnesota,25A,"State House District 25A (2012), Minnesota",27,0.463681544
2725B,-0.347128942,0.147665935,-0.664680487,-0.042197008,-0.310569408,40,MN,Minnesota,25B,"State House District 25B (2012), Minnesota",27,0.544202013
2726A,-0.340469261,0.136256125,-0.641411557,-0.030579594,-0.112956406,33,MN,Minnesota,26A,"State House District 26A (2012), Minnesota",27,0.591657161
2726B,-0.204144345,0.156367443,-0.556528535,0.097779566,-0.213088662,26,MN,Minnesota,26B,"State House District 26B (2012), Minnesota",27,0.45351313
2727A,0.029493353,0.178412851,-0.236476971,0.386387445,0.328686603,37,MN,Minnesota,27A,"State House District 27A (2012), Minnesota",27,0.567732487
2727B,0.106051195,0.180827546,-0.252841848,0.501484319,0.690970139,15,MN,Minnesota,27B,"State House District 27B (2012), Minnesota",27,0.613026194
2728A,-0.66084108,0.150035016,-0.988678122,-0.353970775,-0.954998086,29,MN,Minnesota,28A,"State House District 28A (2012), Minnesota",27,0.581079767
2728B,0.025569654,0.176391727,-0.366393969,0.362356489,0.148418158,14,MN,Minnesota,28B,"State House District 28B (2012), Minnesota",27,0.527087928
2729A,0.044623045,0.208050996,-0.363341907,0.317727947,0.22013601,24,MN,Minnesota,29A,"State House District 29A (2012), Minnesota",27,0.385201607
2729B,0.197631095,0.18548584,-0.201531211,0.492206376,0.541351635,20,MN,Minnesota,29B,"State House District 29B (2012), Minnesota",27,0.412812281
2730A,0.005648025,0.160362041,-0.30183039,0.375321052,0.302043453,29,MN,Minnesota,30A,"State House District 30A (2012), Minnesota",27,0.403370246
2730B,0.398368375,0.216487867,-0.026301319,0.699255359,0.91676847,19,MN,Minnesota,30B,"State House District 30B (2012), Minnesota",27,0.371294779
2731A,0.382087121,0.209014447,-0.066616103,0.644316911,0.71291326,27,MN,Minnesota,31A,"State House District 31A (2012), Minnesota",27,0.362922677
2731B,0.51262364,0.196125546,0.098814632,0.814201547,1.224622636,20,MN,Minnesota,31B,"State House District 31B (2012), Minnesota",27,0.393235695
2732A,0.029583623,0.160788288,-0.297293046,0.29773174,0.153163013,31,MN,Minnesota,32A,"State House District 32A (2012), Minnesota",27,0.419383653
2732B,0.227782473,0.135214036,-0.067089123,0.489786189,0.464396356,44,MN,Minnesota,32B,"State House District 32B (2012), Minnesota",27,0.438343502
2733A,-0.011401001,0.16853404,-0.404835189,0.304715995,0.14122317,25,MN,Minnesota,33A,"State House District 33A (2012), Minnesota",27,0.367192727
2733B,-0.316120526,0.179337817,-0.613816733,0.064878075,-0.173181905,24,MN,Minnesota,33B,"State House District 33B (2012), Minnesota",27,0.444343963
2734A,-0.227305011,0.157773761,-0.502236014,0.111842523,-0.129684664,34,MN,Minnesota,34A,"State House District 34A (2012), Minnesota",27,0.40974333
2734B,0.032244763,0.128512625,-0.234019172,0.285128558,0.244588715,48,MN,Minnesota,34B,"State House District 34B (2012), Minnesota",27,0.475483272
2735A,-0.317541622,0.160518879,-0.602960733,0.035159858,-0.224103805,34,MN,Minnesota,35A,"State House District 35A (2012), Minnesota",27,0.464573651
2735B,0.043876652,0.179628189,-0.295481659,0.444023812,0.447820623,24,MN,Minnesota,35B,"State House District 35B (2012), Minnesota",27,0.416463336
2736A,-0.228945561,0.176063933,-0.53858627,0.118635015,-0.190338014,33,MN,Minnesota,36A,"State House District 36A (2012), Minnesota",27,0.495421621
2736B,0.107672769,0.148391868,-0.180277698,0.460168925,0.416630345,33,MN,Minnesota,36B,"State House District 36B (2012), Minnesota",27,0.541971297
2737A,-0.201542054,0.189182019,-0.594806059,0.078618496,-0.251095951,27,MN,Minnesota,37A,"State House District 37A (2012), Minnesota",27,0.544874462
2737B,-0.296509724,0.131810023,-0.527825592,0.023892505,-0.272978546,54,MN,Minnesota,37B,"State House District 37B (2012), Minnesota",27,0.495644016
2738A,-0.158683036,0.139794656,-0.468500128,0.119061381,0.009285865,45,MN,Minnesota,38A,"State House District 38A (2012), Minnesota",27,0.450447227
2738B,-0.507009598,0.146569004,-0.784245526,-0.168242041,-0.584511146,41,MN,Minnesota,38B,"State House District 38B (2012), Minnesota",27,0.471548302
2739A,-0.246971447,0.187700313,-0.529951357,0.181021108,-0.041479845,28,MN,Minnesota,39A,"State House District 39A (2012), Minnesota",27,0.458681876
2739B,-0.404342285,0.178888685,-0.624669622,-0.041163386,-0.17572943,44,MN,Minnesota,39B,"State House District 39B (2012), Minnesota",27,0.485589855
2740A,-0.483484859,0.155938506,-0.801818022,-0.171809672,-0.221345529,26,MN,Minnesota,40A,"State House District 40A (2012), Minnesota",27,0.708474778
2740B,-0.525089505,0.188960624,-0.9242128,-0.223478517,-0.629817725,31,MN,Minnesota,40B,"State House District 40B (2012), Minnesota",27,0.699883288
2741A,-0.219831263,0.162008765,-0.534258021,0.116189946,-0.126760239,27,MN,Minnesota,41A,"State House District 41A (2012), Minnesota",27,0.608428691
2741B,-0.264938974,0.181875257,-0.551970008,0.130418909,-0.031928189,25,MN,Minnesota,41B,"State House District 41B (2012), Minnesota",27,0.638199333
2742A,-0.331641265,0.16880793,-0.576308935,0.02937121,-0.190047647,42,MN,Minnesota,42A,"State House District 42A (2012), Minnesota",27,0.525407398
2742B,-0.327962621,0.173157841,-0.725018067,-0.025938441,-0.424019235,26,MN,Minnesota,42B,"State House District 42B (2012), Minnesota",27,0.578936435
2743A,-0.197482173,0.149395395,-0.525480431,0.086961796,-0.121526041,35,MN,Minnesota,43A,"State House District 43A (2012), Minnesota",27,0.574130332
2743B,-0.370789426,0.175862909,-0.666383699,0.012688168,-0.103590542,35,MN,Minnesota,43B,"State House District 43B (2012), Minnesota",27,0.587787643
2744A,-0.2179518,0.119866827,-0.443331337,0.054426044,-0.026479725,63,MN,Minnesota,44A,"State House District 44A (2012), Minnesota",27,0.486464679
2744B,-0.313198784,0.164415948,-0.675088419,-0.011169089,-0.230714806,37,MN,Minnesota,44B,"State House District 44B (2012), Minnesota",27,0.551133096
2745A,-0.294161752,0.161868416,-0.611451325,0.041839655,-0.0970301,28,MN,Minnesota,45A,"State House District 45A (2012), Minnesota",27,0.604448655
2745B,-0.71615742,0.189716843,-0.94785019,-0.322259218,-0.540890285,44,MN,Minnesota,45B,"State House District 45B (2012), Minnesota",27,0.648645264
2746A,-0.619377689,0.144241389,-0.919299403,-0.297502976,-0.596157357,46,MN,Minnesota,46A,"State House District 46A (2012), Minnesota",27,0.656431975
2746B,-0.675696645,0.145234584,-0.980031968,-0.415895525,-0.718781467,46,MN,Minnesota,46B,"State House District 46B (2012), Minnesota",27,0.672663603
2747A,0.136634228,0.18346988,-0.286696843,0.468302787,0.655951002,19,MN,Minnesota,47A,"State House District 47A (2012), Minnesota",27,0.358995101
2747B,-0.520593777,0.249337732,-0.841377406,-0.042621085,-0.435466421,25,MN,Minnesota,47B,"State House District 47B (2012), Minnesota",27,0.428732572
2748A,-0.193371228,0.156275659,-0.542770189,0.085067236,-0.087005354,36,MN,Minnesota,48A,"State House District 48A (2012), Minnesota",27,0.530255211
2748B,-0.138193446,0.145976379,-0.428957461,0.159898195,0.121935171,41,MN,Minnesota,48B,"State House District 48B (2012), Minnesota",27,0.474733284
2749A,-0.384119581,0.171658425,-0.697277598,-0.038986841,-0.257642775,24,MN,Minnesota,49A,"State House District 49A (2012), Minnesota",27,0.528328397
2749B,-0.328496518,0.139967957,-0.631814234,-0.06619006,-0.208953445,44,MN,Minnesota,49B,"State House District 49B (2012), Minnesota",27,0.531790813
2750A,-0.449836598,0.205274308,-0.713810438,-0.072957729,-0.161702095,34,MN,Minnesota,50A,"State House District 50A (2012), Minnesota",27,0.652507202
2750B,0.120786943,0.15551219,-0.207736104,0.412140463,0.617131252,27,MN,Minnesota,50B,"State House District 50B (2012), Minnesota",27,0.581487206
2751A,-0.239387856,0.139942734,-0.523365741,0.060211919,-0.02773372,36,MN,Minnesota,51A,"State House District 51A (2012), Minnesota",27,0.566915592
2751B,-0.306692313,0.148558084,-0.58266608,0.039076704,-0.328352288,38,MN,Minnesota,51B,"State House District 51B (2012), Minnesota",27,0.523699135
2752A,-0.359339329,0.147286995,-0.662600545,-0.087276748,-0.329868238,35,MN,Minnesota,52A,"State House District 52A (2012), Minnesota",27,0.598944476
2752B,0.046715012,0.203092342,-0.365357895,0.38669499,0.375909073,18,MN,Minnesota,52B,"State House District 52B (2012), Minnesota",27,0.538362433
2753A,0.000899673,0.197790904,-0.391604201,0.302896696,0.195282761,31,MN,Minnesota,53A,"State House District 53A (2012), Minnesota",27,0.576534264
2753B,-0.384766954,0.17928629,-0.749817291,0.005412469,-0.390492014,16,MN,Minnesota,53B,"State House District 53B (2012), Minnesota",27,0.473801848
2754A,-0.170798811,0.179093049,-0.56325332,0.187493388,-0.050118211,20,MN,Minnesota,54A,"State House District 54A (2012), Minnesota",27,0.572329729
2754B,-0.128964076,0.199957553,-0.554047185,0.241180241,-0.060689106,16,MN,Minnesota,54B,"State House District 54B (2012), Minnesota",27,0.502947662
2755A,-0.096969744,0.154984093,-0.411625382,0.152962329,0.090583708,43,MN,Minnesota,55A,"State House District 55A (2012), Minnesota",27,0.471973794
2755B,0.129339972,0.160845101,-0.159317021,0.457857107,0.544622422,34,MN,Minnesota,55B,"State House District 55B (2012), Minnesota",27,0.387834529
2756A,-0.269751391,0.152894882,-0.543149773,0.07098784,-0.179236337,32,MN,Minnesota,56A,"State House District 56A (2012), Minnesota",27,0.481700828
2756B,-0.274270868,0.137499143,-0.579105477,-0.010037366,-0.231463757,44,MN,Minnesota,56B,"State House District 56B (2012), Minnesota",27,0.501478892
2757A,-0.187757864,0.153438606,-0.513357739,0.135349353,0.046758117,42,MN,Minnesota,57A,"State House District 57A (2012), Minnesota",27,0.517862718
2757B,0.011610221,0.185124192,-0.377889686,0.286087803,0.261931075,30,MN,Minnesota,57B,"State House District 57B (2012), Minnesota",27,0.495489362
2758A,-0.025321662,0.158485271,-0.36425172,0.296483739,0.210801226,29,MN,Minnesota,58A,"State House District 58A (2012), Minnesota",27,0.429889714
2758B,-0.129998158,0.158752431,-0.429063182,0.215390392,0.090661487,25,MN,Minnesota,58B,"State House District 58B (2012), Minnesota",27,0.432374625
2759A,-0.922782392,0.175154345,-1.199533472,-0.528363045,-1.078530051,28,MN,Minnesota,59A,"State House District 59A (2012), Minnesota",27,0.857799181
2759B,-1.002829704,0.158787972,-1.347842194,-0.74045303,-1.069067524,39,MN,Minnesota,59B,"State House District 59B (2012), Minnesota",27,0.823940476
2760A,-0.916684908,0.133331252,-1.203820977,-0.629801987,-1.017399052,40,MN,Minnesota,60A,"State House District 60A (2012), Minnesota",27,0.806338669
2760B,-1.122352067,0.149944309,-1.41672232,-0.826985388,-1.154527599,37,MN,Minnesota,60B,"State House District 60B (2012), Minnesota",27,0.798236515
2761A,-1.019020989,0.124814042,-1.260070935,-0.732766053,-1.212540155,55,MN,Minnesota,61A,"State House District 61A (2012), Minnesota",27,0.80130281
2761B,-0.813292717,0.157613089,-1.058574565,-0.458537195,-0.940389254,32,MN,Minnesota,61B,"State House District 61B (2012), Minnesota",27,0.796782678
2762A,-1.065954505,0.146785321,-1.395316148,-0.762236318,-1.103610487,37,MN,Minnesota,62A,"State House District 62A (2012), Minnesota",27,0.903508772
2762B,-1.123713087,0.134716027,-1.414385425,-0.864642467,-1.300535199,51,MN,Minnesota,62B,"State House District 62B (2012), Minnesota",27,0.895960832
2763A,-0.999540221,0.135393745,-1.309484545,-0.74577097,-1.193890933,58,MN,Minnesota,63A,"State House District 63A (2012), Minnesota",27,0.852564635
2763B,-0.525380156,0.149843916,-0.85083303,-0.232668316,-0.664832069,35,MN,Minnesota,63B,"State House District 63B (2012), Minnesota",27,0.754735918
2764A,-1.035155598,0.14888418,-1.279252189,-0.7170013,-1.323879121,44,MN,Minnesota,64A,"State House District 64A (2012), Minnesota",27,0.791128302
2764B,-0.774938122,0.151737902,-1.078129082,-0.46188034,-0.909842722,44,MN,Minnesota,64B,"State House District 64B (2012), Minnesota",27,0.720669084
2765A,-1.106062687,0.160969395,-1.370145501,-0.743153369,-1.337046543,33,MN,Minnesota,65A,"State House District 65A (2012), Minnesota",27,0.858877698
2765B,-0.585123744,0.17342354,-0.963826208,-0.291851001,-0.730607796,29,MN,Minnesota,65B,"State House District 65B (2012), Minnesota",27,0.797552297
2766A,-0.63249891,0.130082833,-0.900835829,-0.366725916,-0.619224485,53,MN,Minnesota,66A,"State House District 66A (2012), Minnesota",27,0.673805532
2766B,-0.780568558,0.204519767,-1.020485057,-0.373233778,-0.760772181,31,MN,Minnesota,66B,"State House District 66B (2012), Minnesota",27,0.806659767
2767A,-0.453194237,0.179697802,-0.7006369,-0.067154691,-0.356132466,30,MN,Minnesota,67A,"State House District 67A (2012), Minnesota",27,0.777330872
2767B,-0.075427859,0.190006867,-0.469708251,0.161595694,0.322683912,30,MN,Minnesota,67B,"State House District 67B (2012), Minnesota",27,0.76468792
28001,0.074110816,0.198250983,-0.376802764,0.465121606,-0.314879555,11,MS,Mississippi,1,"State House District 1 (2012), Mississippi",28,NA
28002,0.292583637,0.188472721,-0.063887138,0.688423814,0.470380278,18,MS,Mississippi,2,"State House District 2 (2012), Mississippi",28,NA
28003,0.25945583,0.247853719,-0.064759663,0.745781901,0.893893799,6,MS,Mississippi,3,"State House District 3 (2012), Mississippi",28,NA
28004,0.329294968,0.202250083,-0.033954564,0.752163086,0.708118615,13,MS,Mississippi,4,"State House District 4 (2012), Mississippi",28,NA
28005,0.012566374,0.196417504,-0.42179668,0.396406294,-0.163649904,8,MS,Mississippi,5,"State House District 5 (2012), Mississippi",28,NA
28006,0.025293827,0.174182226,-0.347006217,0.372386563,-0.153611335,19,MS,Mississippi,6,"State House District 6 (2012), Mississippi",28,NA
28007,-0.107980721,0.173963766,-0.454630777,0.285924172,-0.365327479,19,MS,Mississippi,7,"State House District 7 (2012), Mississippi",28,NA
28008,0.2166204,0.28617522,-0.140764052,0.779630577,0.476757426,9,MS,Mississippi,8,"State House District 8 (2012), Mississippi",28,NA
28009,0.076535009,0.203721385,-0.367917831,0.481556906,0.341020182,9,MS,Mississippi,9,"State House District 9 (2012), Mississippi",28,NA
28010,0.202503054,0.212217551,-0.246115531,0.592464468,0.311013698,7,MS,Mississippi,10,"State House District 10 (2012), Mississippi",28,NA
28011,-0.162460068,0.225350726,-0.642755591,0.303898488,-0.702870825,5,MS,Mississippi,11,"State House District 11 (2012), Mississippi",28,NA
28012,0.084514569,0.207993592,-0.171257013,0.490013124,0.053075349,26,MS,Mississippi,12,"State House District 12 (2012), Mississippi",28,NA
28013,0.546681458,0.320108487,0.000844989,0.980938781,0.773312452,12,MS,Mississippi,13,"State House District 13 (2012), Mississippi",28,NA
28014,0.673585191,0.237078921,0.182668305,1.096986794,1.372829224,10,MS,Mississippi,14,"State House District 14 (2012), Mississippi",28,NA
28015,0.445499226,0.208400347,0.011757826,0.902573074,0.428062803,8,MS,Mississippi,15,"State House District 15 (2012), Mississippi",28,NA
