shd_fips,mrp_mean,mrp_sd,mrp_lower,mrp_upper,raw_mean,sample_size,abb,state,district,name,state_fips,pres_2012
20117,0.316376233,0.251164537,-0.197940457,0.656299815,0.455451121,10,KS,Kansas,117,"State House District 117 (2012), Kansas",20,0.206270627
20118,0.251882132,0.163505669,-0.074318078,0.594990079,0.553978956,27,KS,Kansas,118,"State House District 118 (2012), Kansas",20,0.149762583
20119,-0.127636323,0.204056183,-0.506029291,0.283981053,0.041346038,9,KS,Kansas,119,"State House District 119 (2012), Kansas",20,0.361599382
20120,0.226836958,0.167684073,-0.122279054,0.59657848,0.50446896,24,KS,Kansas,120,"State House District 120 (2012), Kansas",20,0.178216877
20121,-0.195605339,0.201732432,-0.512542156,0.205368941,-0.076663082,17,KS,Kansas,121,"State House District 121 (2012), Kansas",20,0.354854137
20122,0.244177798,0.19676221,-0.134173113,0.679668858,1.075349756,12,KS,Kansas,122,"State House District 122 (2012), Kansas",20,0.222521808
20123,0.07074109,0.191716512,-0.322647261,0.482942061,0.450059855,14,KS,Kansas,123,"State House District 123 (2012), Kansas",20,0.329333811
20124,0.077351926,0.225011254,-0.325955204,0.574667331,1.000838122,5,KS,Kansas,124,"State House District 124 (2012), Kansas",20,0.164836636
20125,-0.075566081,0.22967831,-0.467319104,0.40536067,0.764545294,9,KS,Kansas,125,"State House District 125 (2012), Kansas",20,0.295304695
21001,0.229416126,0.167988285,-0.140453526,0.588319509,0.290771109,23,KY,Kentucky,1,"State House District 1 (2012), Kentucky",21,0.286904639
21002,0.466398511,0.170255338,0.159261376,0.840212977,0.832560989,23,KY,Kentucky,2,"State House District 2 (2012), Kentucky",21,0.288508959
21003,0.220713336,0.145896334,-0.100223591,0.478688428,0.400616315,42,KY,Kentucky,3,"State House District 3 (2012), Kentucky",21,0.411771501
21004,0.136462842,0.164490903,-0.21723918,0.489443619,0.103448449,30,KY,Kentucky,4,"State House District 4 (2012), Kentucky",21,0.289258437
21005,0.061658209,0.153894493,-0.268756345,0.386279029,-0.039832432,30,KY,Kentucky,5,"State House District 5 (2012), Kentucky",21,0.350688882
21006,0.303554983,0.227344113,0.03225108,0.773966651,0.81153138,17,KY,Kentucky,6,"State House District 6 (2012), Kentucky",21,0.326170826
21007,0.209932919,0.179425979,-0.163210681,0.591308789,0.347576101,21,KY,Kentucky,7,"State House District 7 (2012), Kentucky",21,0.349069382
21008,-0.159151356,0.146639221,-0.430803504,0.146010071,-0.146394948,36,KY,Kentucky,8,"State House District 8 (2012), Kentucky",21,0.456337174
21009,0.015045272,0.182113523,-0.287690335,0.424600147,-0.074572992,21,KY,Kentucky,9,"State House District 9 (2012), Kentucky",21,0.295839416
21010,-0.13369373,0.170658772,-0.512024532,0.184491256,-0.210742513,24,KY,Kentucky,10,"State House District 10 (2012), Kentucky",21,0.41080656
21011,-0.121166846,0.152298162,-0.449930518,0.197521928,-0.20184137,25,KY,Kentucky,11,"State House District 11 (2012), Kentucky",21,0.441705418
21012,0.410833001,0.234513024,0.090853953,0.843404133,0.892272395,19,KY,Kentucky,12,"State House District 12 (2012), Kentucky",21,0.315279067
21013,-0.30355483,0.178869539,-0.612751218,0.068786524,-0.387864873,27,KY,Kentucky,13,"State House District 13 (2012), Kentucky",21,0.470946822
21014,0.130507826,0.245435761,-0.190165907,0.570144433,0.317491286,22,KY,Kentucky,14,"State House District 14 (2012), Kentucky",21,0.326417777
21015,0.252993485,0.184874604,-0.212989515,0.586620177,0.244473268,22,KY,Kentucky,15,"State House District 15 (2012), Kentucky",21,0.357218241
21016,0.392288706,0.211343285,-0.014643433,0.656110522,0.320053877,33,KY,Kentucky,16,"State House District 16 (2012), Kentucky",21,0.322700989
21017,0.387824364,0.150339908,0.126854502,0.711079926,0.591664306,40,KY,Kentucky,17,"State House District 17 (2012), Kentucky",21,0.299984269
21018,0.157744817,0.262500875,-0.205967457,0.594453883,0.291751829,27,KY,Kentucky,18,"State House District 18 (2012), Kentucky",21,0.311135239
21019,0.231246427,0.144507924,-0.023793016,0.568863459,0.268019907,51,KY,Kentucky,19,"State House District 19 (2012), Kentucky",21,0.371647045
21020,0.059766886,0.181597284,-0.336807835,0.320294511,0.189320314,32,KY,Kentucky,20,"State House District 20 (2012), Kentucky",21,0.486440803
21021,0.007578597,0.161691056,-0.245097394,0.370279609,0.080525443,38,KY,Kentucky,21,"State House District 21 (2012), Kentucky",21,0.301458372
21022,0.327268103,0.175575432,0.027053595,0.704757319,0.61549551,19,KY,Kentucky,22,"State House District 22 (2012), Kentucky",21,0.310849546
21023,0.238326847,0.150778415,-0.022953537,0.562024997,0.333766439,46,KY,Kentucky,23,"State House District 23 (2012), Kentucky",21,0.330263556
21024,0.531912849,0.172385284,0.179229604,0.899483953,0.830535935,22,KY,Kentucky,24,"State House District 24 (2012), Kentucky",21,0.357624144
21025,0.164599897,0.135389557,-0.137361622,0.441028787,0.219440672,45,KY,Kentucky,25,"State House District 25 (2012), Kentucky",21,0.367162593
21026,0.137750927,0.156078779,-0.112752956,0.493284899,0.19319656,34,KY,Kentucky,26,"State House District 26 (2012), Kentucky",21,0.329448568
21027,0.477078947,0.147242731,0.149692945,0.793780778,0.493641183,33,KY,Kentucky,27,"State House District 27 (2012), Kentucky",21,0.429351401
21028,0.155133085,0.154445127,-0.163341323,0.472203529,0.217047166,31,KY,Kentucky,28,"State House District 28 (2012), Kentucky",21,0.455553525
21029,0.27222003,0.148514459,-0.040285413,0.498736494,0.338703929,55,KY,Kentucky,29,"State House District 29 (2012), Kentucky",21,0.396499617
21030,-0.079870367,0.169679461,-0.430252744,0.170141912,0.046807218,35,KY,Kentucky,30,"State House District 30 (2012), Kentucky",21,0.726688868
21031,0.061036627,0.156604351,-0.170353578,0.391863755,0.292972842,42,KY,Kentucky,31,"State House District 31 (2012), Kentucky",21,0.508706161
21032,-0.067432623,0.149273326,-0.377304494,0.166654901,0.020414825,48,KY,Kentucky,32,"State House District 32 (2012), Kentucky",21,0.439649298
21033,-0.149600559,0.166391354,-0.432491378,0.231505797,-0.088585585,38,KY,Kentucky,33,"State House District 33 (2012), Kentucky",21,0.41711273
21034,-0.302534146,0.150939564,-0.613953576,-0.018246711,-0.442444741,37,KY,Kentucky,34,"State House District 34 (2012), Kentucky",21,0.611814694
21035,-0.052087092,0.197172442,-0.434547134,0.174590408,-0.216044857,30,KY,Kentucky,35,"State House District 35 (2012), Kentucky",21,0.575129839
21036,0.029023362,0.200184848,-0.234011954,0.452997538,-0.044240633,29,KY,Kentucky,36,"State House District 36 (2012), Kentucky",21,0.32572639
21037,-0.054325533,0.144307541,-0.350395245,0.23115809,-0.003246005,40,KY,Kentucky,37,"State House District 37 (2012), Kentucky",21,0.505167082
21038,-0.094119252,0.139090335,-0.406946912,0.193083165,-0.072994116,34,KY,Kentucky,38,"State House District 38 (2012), Kentucky",21,0.551257953
21039,0.175016814,0.142628928,-0.097775164,0.497579091,0.308246941,43,KY,Kentucky,39,"State House District 39 (2012), Kentucky",21,0.340442986
21040,-0.358832917,0.198710853,-0.775029372,-0.080728576,-0.468977363,28,KY,Kentucky,40,"State House District 40 (2012), Kentucky",21,0.687512541
21041,-0.407204754,0.183424142,-0.771123383,-0.128525296,-0.504952765,30,KY,Kentucky,41,"State House District 41 (2012), Kentucky",21,0.777246179
21042,-0.536963337,0.167390059,-0.856557582,-0.19192916,-0.929780617,23,KY,Kentucky,42,"State House District 42 (2012), Kentucky",21,0.872681423
21043,-0.232027607,0.181336639,-0.655803316,0.047723613,-0.347150691,22,KY,Kentucky,43,"State House District 43 (2012), Kentucky",21,0.768107155
21044,0.055457699,0.148222683,-0.235594874,0.385133767,0.05068138,39,KY,Kentucky,44,"State House District 44 (2012), Kentucky",21,0.612675649
21045,0.097607826,0.172354734,-0.265120373,0.355665949,0.171947557,42,KY,Kentucky,45,"State House District 45 (2012), Kentucky",21,0.381313661
21046,-0.000400335,0.166793837,-0.243055884,0.371101829,0.103509342,43,KY,Kentucky,46,"State House District 46 (2012), Kentucky",21,0.550801218
21047,0.207614458,0.161527339,-0.100511661,0.556815851,0.29961491,30,KY,Kentucky,47,"State House District 47 (2012), Kentucky",21,0.407188518
21048,-0.107350724,0.156535594,-0.374255495,0.200074083,0.084355624,57,KY,Kentucky,48,"State House District 48 (2012), Kentucky",21,0.416958852
21049,0.206511333,0.142428238,-0.070633761,0.53750486,0.215331609,47,KY,Kentucky,49,"State House District 49 (2012), Kentucky",21,0.333353655
21050,0.152573807,0.163696694,-0.095141967,0.491761824,0.39438837,35,KY,Kentucky,50,"State House District 50 (2012), Kentucky",21,0.416265587
21051,0.142007117,0.164591476,-0.095181863,0.485274198,0.225562714,46,KY,Kentucky,51,"State House District 51 (2012), Kentucky",21,0.269673338
21052,0.324598105,0.201303612,0.059234076,0.684680306,0.577880486,55,KY,Kentucky,52,"State House District 52 (2012), Kentucky",21,0.225009699
21053,0.338297452,0.149989002,-0.005255442,0.61297851,0.346298992,36,KY,Kentucky,53,"State House District 53 (2012), Kentucky",21,0.314715198
21054,0.314974229,0.152002673,0.003975116,0.636983711,0.558123678,29,KY,Kentucky,54,"State House District 54 (2012), Kentucky",21,0.305934816
21055,0.133444465,0.1484881,-0.143391515,0.446316937,0.193673225,34,KY,Kentucky,55,"State House District 55 (2012), Kentucky",21,0.284932436
21056,-0.122551411,0.153441611,-0.495667947,0.146064933,-0.344477537,37,KY,Kentucky,56,"State House District 56 (2012), Kentucky",21,0.432725055
21057,-0.133281308,0.149963194,-0.422093782,0.190650734,-0.221978537,37,KY,Kentucky,57,"State House District 57 (2012), Kentucky",21,0.51631081
21058,0.1767578,0.173937621,-0.202148634,0.446367996,0.17922936,25,KY,Kentucky,58,"State House District 58 (2012), Kentucky",21,0.360073817
21059,0.125264053,0.195831972,-0.125294737,0.504161728,0.310122951,42,KY,Kentucky,59,"State House District 59 (2012), Kentucky",21,0.309682188
21060,0.372270805,0.159625742,0.128939851,0.715525353,0.75157436,44,KY,Kentucky,60,"State House District 60 (2012), Kentucky",21,0.278887133
21061,0.359919912,0.17790484,0.107399656,0.746328367,0.538411424,31,KY,Kentucky,61,"State House District 61 (2012), Kentucky",21,0.308910783
21062,-0.050271488,0.162588538,-0.418800515,0.240497504,-0.140674764,30,KY,Kentucky,62,"State House District 62 (2012), Kentucky",21,0.376983265
21063,0.039086633,0.171268677,-0.189457501,0.38807074,0.189357531,44,KY,Kentucky,63,"State House District 63 (2012), Kentucky",21,0.317798689
21064,0.138942227,0.117693839,-0.113434586,0.38544977,0.198842464,62,KY,Kentucky,64,"State House District 64 (2012), Kentucky",21,0.316061396
21065,-0.002495831,0.158451596,-0.362284261,0.32948579,0.225107789,30,KY,Kentucky,65,"State House District 65 (2012), Kentucky",21,0.577582891
21066,0.310961073,0.151093282,-0.013748009,0.565637444,0.531389275,44,KY,Kentucky,66,"State House District 66 (2012), Kentucky",21,0.29057668
21067,-0.329620793,0.16938052,-0.59931332,0.019046063,-0.311378794,36,KY,Kentucky,67,"State House District 67 (2012), Kentucky",21,0.496210804
21068,0.328452002,0.190285458,-0.060508383,0.597471228,0.45605849,34,KY,Kentucky,68,"State House District 68 (2012), Kentucky",21,0.319042051
21069,0.040524898,0.15704036,-0.285026134,0.389670414,0.154065335,25,KY,Kentucky,69,"State House District 69 (2012), Kentucky",21,0.39763416
21070,-0.02063592,0.168377752,-0.358639358,0.246731105,-0.130114448,34,KY,Kentucky,70,"State House District 70 (2012), Kentucky",21,0.361387632
21071,0.165897369,0.232721968,-0.245771234,0.457934716,0.03307799,21,KY,Kentucky,71,"State House District 71 (2012), Kentucky",21,0.228629398
21072,0.193872208,0.199782693,-0.229211565,0.544093608,0.378241024,18,KY,Kentucky,72,"State House District 72 (2012), Kentucky",21,0.408592667
21073,0.198277077,0.164416034,-0.06616152,0.565563511,0.544430864,26,KY,Kentucky,73,"State House District 73 (2012), Kentucky",21,0.33531124
21074,0.081501232,0.161974766,-0.195384985,0.431943774,0.159168919,26,KY,Kentucky,74,"State House District 74 (2012), Kentucky",21,0.374272786
21075,-0.377779821,0.148624274,-0.670673738,-0.058911395,-0.388586581,45,KY,Kentucky,75,"State House District 75 (2012), Kentucky",21,0.584196891
21076,-0.122395225,0.163800382,-0.380231787,0.226906563,0.01280458,40,KY,Kentucky,76,"State House District 76 (2012), Kentucky",21,0.555450867
21077,-0.187362863,0.195240546,-0.519540894,0.060236269,-0.295255776,46,KY,Kentucky,77,"State House District 77 (2012), Kentucky",21,0.724419376
21078,0.456844227,0.143546536,0.14887347,0.753422263,0.556146049,41,KY,Kentucky,78,"State House District 78 (2012), Kentucky",21,0.361586777
21079,-0.103692753,0.135913382,-0.358901664,0.200024607,0.00606253,50,KY,Kentucky,79,"State House District 79 (2012), Kentucky",21,0.539172985
21080,0.404662403,0.170691673,0.078587611,0.794617027,0.567148914,26,KY,Kentucky,80,"State House District 80 (2012), Kentucky",21,0.256757585
21081,0.169692588,0.141602448,-0.114854865,0.465482154,0.383094248,43,KY,Kentucky,81,"State House District 81 (2012), Kentucky",21,0.427880023
21082,0.195161392,0.16790974,-0.12310602,0.55298911,0.247032665,27,KY,Kentucky,82,"State House District 82 (2012), Kentucky",21,0.204141095
21083,0.310049017,0.146111789,-0.003944945,0.562692201,0.378967253,39,KY,Kentucky,83,"State House District 83 (2012), Kentucky",21,0.186261285
21084,0.043237933,0.176799208,-0.271938024,0.475253676,0.072388229,23,KY,Kentucky,84,"State House District 84 (2012), Kentucky",21,0.190723585
21085,0.162581762,0.15526127,-0.192127299,0.47127931,0.131815203,32,KY,Kentucky,85,"State House District 85 (2012), Kentucky",21,0.171960761
21086,0.160836823,0.165804744,-0.182035497,0.497455181,0.191407036,26,KY,Kentucky,86,"State House District 86 (2012), Kentucky",21,0.213213213
21087,0.005048365,0.160242168,-0.258131122,0.358531155,-0.103625047,30,KY,Kentucky,87,"State House District 87 (2012), Kentucky",21,0.219003227
21088,0.030440152,0.132827627,-0.259704188,0.297579547,0.165838919,58,KY,Kentucky,88,"State House District 88 (2012), Kentucky",21,0.386579323
21089,0.434009327,0.212838883,0.044493972,0.688337763,0.53243036,33,KY,Kentucky,89,"State House District 89 (2012), Kentucky",21,0.213711775
21090,0.339387886,0.182575827,0.000967277,0.73405761,0.718481717,20,KY,Kentucky,90,"State House District 90 (2012), Kentucky",21,0.142540527
21091,0.347530497,0.180175466,0.028470522,0.728793632,0.694304066,21,KY,Kentucky,91,"State House District 91 (2012), Kentucky",21,0.267555135
21092,-0.111292972,0.288473174,-0.532638268,0.370296195,-0.077075266,27,KY,Kentucky,92,"State House District 92 (2012), Kentucky",21,0.266941744
21093,0.111177992,0.163841632,-0.235318605,0.432216574,0.106397016,26,KY,Kentucky,93,"State House District 93 (2012), Kentucky",21,0.230699617
21094,-0.077995689,0.210797162,-0.500865247,0.186302385,-0.360176036,23,KY,Kentucky,94,"State House District 94 (2012), Kentucky",21,0.213564393
21095,0.123772861,0.19592434,-0.263976517,0.522079626,0.07524428,14,KY,Kentucky,95,"State House District 95 (2012), Kentucky",21,0.315591535
21096,0.170154601,0.152076583,-0.14639516,0.458793028,0.134233162,34,KY,Kentucky,96,"State House District 96 (2012), Kentucky",21,0.345841857
21097,0.174953187,0.155417404,-0.162066909,0.440487341,0.236913814,38,KY,Kentucky,97,"State House District 97 (2012), Kentucky",21,0.258679893
21098,0.690300014,0.142087903,0.384675105,0.931992202,1.140049738,46,KY,Kentucky,98,"State House District 98 (2012), Kentucky",21,0.402627609
21099,-0.217493373,0.188939497,-0.562832666,0.205154785,-0.628030531,14,KY,Kentucky,99,"State House District 99 (2012), Kentucky",21,0.412786273
21100,0.121347806,0.205724573,-0.263531559,0.383645693,0.075372594,36,KY,Kentucky,100,"State House District 100 (2012), Kentucky",21,0.419530453
22001,0.780948196,0.188015,0.396752732,1.05175586,0.754902236,21,LA,Louisiana,1,"State House District 1 (2012), Louisiana",22,0.273228346
22002,-0.126119026,0.140614684,-0.427945656,0.171534447,-0.183835247,35,LA,Louisiana,2,"State House District 2 (2012), Louisiana",22,0.820335253
22003,-0.184572264,0.166165538,-0.539861564,0.145298229,-0.073025885,29,LA,Louisiana,3,"State House District 3 (2012), Louisiana",22,0.938283452
22004,-0.128066731,0.182871169,-0.372076366,0.217252958,0.000536246,38,LA,Louisiana,4,"State House District 4 (2012), Louisiana",22,0.758230049
22005,0.189490825,0.158837252,-0.152269737,0.477266778,0.209864864,32,LA,Louisiana,5,"State House District 5 (2012), Louisiana",22,0.311582298
22006,0.32175588,0.145933529,0.023572962,0.628443195,0.457042334,30,LA,Louisiana,6,"State House District 6 (2012), Louisiana",22,0.252733182
22007,0.393951519,0.168868291,0.080470317,0.784631962,0.556752176,30,LA,Louisiana,7,"State House District 7 (2012), Louisiana",22,0.277596494
22008,0.56937343,0.229655753,0.257272565,0.995363902,1.084517553,33,LA,Louisiana,8,"State House District 8 (2012), Louisiana",22,0.247558247
22009,0.570725359,0.160324564,0.25270936,0.872848915,0.766517568,28,LA,Louisiana,9,"State House District 9 (2012), Louisiana",22,0.240834121
22010,0.34126415,0.186780455,-0.081459962,0.664174112,0.423504735,19,LA,Louisiana,10,"State House District 10 (2012), Louisiana",22,0.364611399
22011,0.093962588,0.176762259,-0.213133634,0.482319267,0.310044126,33,LA,Louisiana,11,"State House District 11 (2012), Louisiana",22,0.625316299
22012,0.074145634,0.187014797,-0.234815288,0.495464379,-0.256765245,20,LA,Louisiana,12,"State House District 12 (2012), Louisiana",22,0.243210453
22013,0.492388583,0.195906106,0.16603746,0.915814611,0.958278729,14,LA,Louisiana,13,"State House District 13 (2012), Louisiana",22,0.314833103
22014,0.307277908,0.184408009,-0.073828476,0.700981814,0.198063025,20,LA,Louisiana,14,"State House District 14 (2012), Louisiana",22,0.231552992
22015,0.65497352,0.128772719,0.387657308,0.902945071,0.779042314,50,LA,Louisiana,15,"State House District 15 (2012), Louisiana",22,0.099028944
22016,-0.021648519,0.167650404,-0.375166005,0.264627808,0.089689126,27,LA,Louisiana,16,"State House District 16 (2012), Louisiana",22,0.679471569
22017,-0.100790083,0.174626974,-0.473976573,0.234436328,-0.301471826,21,LA,Louisiana,17,"State House District 17 (2012), Louisiana",22,0.772643473
22018,0.357374801,0.19388433,-0.012836613,0.796565755,0.484073362,21,LA,Louisiana,18,"State House District 18 (2012), Louisiana",22,0.443042483
22019,0.409088864,0.200467126,0.005593883,0.847968828,0.280736671,10,LA,Louisiana,19,"State House District 19 (2012), Louisiana",22,0.309774436
22020,0.634400666,0.206866027,0.305701933,1.087753876,1.281065723,16,LA,Louisiana,20,"State House District 20 (2012), Louisiana",22,0.263949811
22021,0.459386356,0.260843382,-0.061340244,0.780583304,0.806583832,14,LA,Louisiana,21,"State House District 21 (2012), Louisiana",22,0.58750135
22022,0.795194424,0.172862255,0.437800798,1.082000636,1.155914404,24,LA,Louisiana,22,"State House District 22 (2012), Louisiana",22,0.186053784
22023,-0.027812605,0.156993639,-0.344012853,0.304325109,0.169503164,27,LA,Louisiana,23,"State House District 23 (2012), Louisiana",22,0.652371485
22024,0.595734412,0.191742485,0.164373361,0.995334629,0.748547521,20,LA,Louisiana,24,"State House District 24 (2012), Louisiana",22,0.16665807
22025,0.518971672,0.177969289,0.13301655,0.81384265,0.554920071,26,LA,Louisiana,25,"State House District 25 (2012), Louisiana",22,0.246248725
22026,0.061953249,0.179162913,-0.314420835,0.346158912,0.104687545,33,LA,Louisiana,26,"State House District 26 (2012), Louisiana",22,0.740390042
22027,0.522908506,0.159400373,0.165475249,0.787929215,0.465417493,42,LA,Louisiana,27,"State House District 27 (2012), Louisiana",22,0.153009953
22028,0.158746381,0.217250356,-0.192532082,0.610162255,-0.116488949,14,LA,Louisiana,28,"State House District 28 (2012), Louisiana",22,0.362870962
22029,-0.213015182,0.145223227,-0.5328065,0.053216038,-0.300248232,37,LA,Louisiana,29,"State House District 29 (2012), Louisiana",22,0.823871758
22030,0.473525421,0.154684723,0.18839611,0.841949765,0.506133641,29,LA,Louisiana,30,"State House District 30 (2012), Louisiana",22,0.354135053
22031,0.742542113,0.13340429,0.463114125,1.021144911,0.992179556,40,LA,Louisiana,31,"State House District 31 (2012), Louisiana",22,0.165935783
22032,0.453807402,0.203473843,0.138588182,0.875473698,0.578240514,20,LA,Louisiana,32,"State House District 32 (2012), Louisiana",22,0.224984356
22033,0.175138999,0.158829798,-0.154714694,0.506391323,0.219027143,33,LA,Louisiana,33,"State House District 33 (2012), Louisiana",22,0.200281014
22034,0.096939898,0.149196917,-0.135387561,0.423979499,0.478539152,45,LA,Louisiana,34,"State House District 34 (2012), Louisiana",22,0.811412665
22035,0.067826152,0.245584082,-0.252062437,0.515568721,0.196304481,27,LA,Louisiana,35,"State House District 35 (2012), Louisiana",22,0.187804486
22036,0.663688094,0.176811051,0.323315034,1.041279989,0.938941772,18,LA,Louisiana,36,"State House District 36 (2012), Louisiana",22,0.217019994
22037,0.406602632,0.170861508,0.053476751,0.76887151,0.382803787,26,LA,Louisiana,37,"State House District 37 (2012), Louisiana",22,0.257626399
22038,0.473021568,0.185518285,0.058407421,0.846212557,0.854595212,18,LA,Louisiana,38,"State House District 38 (2012), Louisiana",22,0.3410502
22039,0.470790147,0.161874798,0.146331339,0.787512943,0.610937489,26,LA,Louisiana,39,"State House District 39 (2012), Louisiana",22,0.321405624
22040,0.258932882,0.25254674,-0.189360561,0.587046248,0.205424047,22,LA,Louisiana,40,"State House District 40 (2012), Louisiana",22,0.639982309
22041,0.410632906,0.191570868,0.074886045,0.824776704,0.619411005,23,LA,Louisiana,41,"State House District 41 (2012), Louisiana",22,0.257537624
22042,0.544654929,0.170571889,0.240234833,0.968133841,0.690967443,28,LA,Louisiana,42,"State House District 42 (2012), Louisiana",22,0.29860902
22043,0.71969067,0.168972496,0.370312578,1.005593354,1.032200912,35,LA,Louisiana,43,"State House District 43 (2012), Louisiana",22,0.161948483
22044,-0.175408503,0.192422017,-0.628570619,0.117838814,0.034638767,22,LA,Louisiana,44,"State House District 44 (2012), Louisiana",22,0.746907592
22045,-0.025498324,0.147874744,-0.348803435,0.27683887,-0.059899569,31,LA,Louisiana,45,"State House District 45 (2012), Louisiana",22,0.262831611
22046,0.029380313,0.185335246,-0.286069194,0.442164201,-0.141271279,15,LA,Louisiana,46,"State House District 46 (2012), Louisiana",22,0.279587589
22047,0.208239776,0.181356573,-0.189009893,0.560221462,0.036863725,18,LA,Louisiana,47,"State House District 47 (2012), Louisiana",22,0.24248073
22048,0.5072476,0.173802974,0.131872588,0.780134345,0.550495982,31,LA,Louisiana,48,"State House District 48 (2012), Louisiana",22,0.201998975
22049,0.310275229,0.196768993,-0.029225875,0.712617877,0.546921357,18,LA,Louisiana,49,"State House District 49 (2012), Louisiana",22,0.289928249
22050,0.166969599,0.168044219,-0.100167352,0.512901738,0.369040279,34,LA,Louisiana,50,"State House District 50 (2012), Louisiana",22,0.433917836
22051,0.376295716,0.180194921,0.002397474,0.694781503,0.601281227,26,LA,Louisiana,51,"State House District 51 (2012), Louisiana",22,0.324519231
22052,0.673581151,0.160565794,0.314901891,0.920447625,1.002054323,29,LA,Louisiana,52,"State House District 52 (2012), Louisiana",22,0.208715596
22053,0.359685008,0.151111408,0.055952202,0.67101933,0.500641938,33,LA,Louisiana,53,"State House District 53 (2012), Louisiana",22,0.30724023
22054,0.156416701,0.219687427,-0.168654155,0.583353453,-0.031048807,18,LA,Louisiana,54,"State House District 54 (2012), Louisiana",22,0.170439168
22055,0.481143092,0.167575025,0.143456141,0.854380549,0.842495,22,LA,Louisiana,55,"State House District 55 (2012), Louisiana",22,0.331837208
22056,0.365346722,0.164791757,0.077191943,0.717775327,0.690695276,29,LA,Louisiana,56,"State House District 56 (2012), Louisiana",22,0.292799775
22057,0.000832701,0.161118491,-0.334881874,0.317245803,0.05204672,25,LA,Louisiana,57,"State House District 57 (2012), Louisiana",22,0.68784294
22058,0.15624672,0.171236066,-0.204104911,0.492604027,0.41709146,23,LA,Louisiana,58,"State House District 58 (2012), Louisiana",22,0.736969825
22059,0.534731232,0.183437438,0.234454147,0.929705843,0.990869306,29,LA,Louisiana,59,"State House District 59 (2012), Louisiana",22,0.231787746
22060,-0.037477508,0.19929657,-0.331070874,0.401989934,-0.344997281,18,LA,Louisiana,60,"State House District 60 (2012), Louisiana",22,0.489746027
22061,-0.484623199,0.163748184,-0.809485919,-0.114879336,-0.632641737,24,LA,Louisiana,61,"State House District 61 (2012), Louisiana",22,0.856762698
22062,0.221490836,0.19430305,-0.21122133,0.619161906,0.132643558,18,LA,Louisiana,62,"State House District 62 (2012), Louisiana",22,0.432644038
22063,-0.280096973,0.175175533,-0.593781017,0.148527892,-0.49491136,31,LA,Louisiana,63,"State House District 63 (2012), Louisiana",22,0.800459819
22064,0.381026978,0.305232521,-0.125379537,0.831143522,-0.015446487,17,LA,Louisiana,64,"State House District 64 (2012), Louisiana",22,0.200040239
22065,0.527180631,0.186546167,0.170754529,0.787703041,0.657752096,43,LA,Louisiana,65,"State House District 65 (2012), Louisiana",22,0.253328942
22066,0.489891556,0.139597949,0.188591367,0.763799231,0.835689819,40,LA,Louisiana,66,"State House District 66 (2012), Louisiana",22,0.234075247
22067,-0.240772929,0.176154182,-0.591506413,0.126795805,-0.447242971,21,LA,Louisiana,67,"State House District 67 (2012), Louisiana",22,0.816259678
22068,0.16493958,0.162983292,-0.144023565,0.534984114,0.116343697,31,LA,Louisiana,68,"State House District 68 (2012), Louisiana",22,0.376425642
22069,0.113619341,0.153464218,-0.196285347,0.433237243,0.183741757,32,LA,Louisiana,69,"State House District 69 (2012), Louisiana",22,0.304810945
22070,-0.032888921,0.167107486,-0.377754173,0.255830496,-0.131573233,41,LA,Louisiana,70,"State House District 70 (2012), Louisiana",22,0.39674242
22071,0.506720458,0.179089828,0.21390732,0.896203049,0.826670456,31,LA,Louisiana,71,"State House District 71 (2012), Louisiana",22,0.15182378
22072,0.281628955,0.199343299,-0.096811754,0.70177612,0.88660366,15,LA,Louisiana,72,"State House District 72 (2012), Louisiana",22,0.653766126
22073,0.482581947,0.148798654,0.181278012,0.714325429,0.565300417,49,LA,Louisiana,73,"State House District 73 (2012), Louisiana",22,0.252231772
22074,0.967197808,0.154600731,0.643723847,1.299141193,1.381144914,29,LA,Louisiana,74,"State House District 74 (2012), Louisiana",22,0.192377764
22075,0.21568225,0.178751779,-0.161733124,0.611998888,-0.075606619,15,LA,Louisiana,75,"State House District 75 (2012), Louisiana",22,0.373147618
22076,0.578284414,0.180730922,0.13686443,0.834842049,0.716671474,29,LA,Louisiana,76,"State House District 76 (2012), Louisiana",22,0.29554269
22077,0.507204086,0.164813475,0.148975798,0.753480377,0.518715232,41,LA,Louisiana,77,"State House District 77 (2012), Louisiana",22,0.200895382
22078,0.309035726,0.136558548,0.018141819,0.598160682,0.308901183,48,LA,Louisiana,78,"State House District 78 (2012), Louisiana",22,0.22111001
22079,0.221623198,0.20924529,-0.034801769,0.64760887,0.41350487,22,LA,Louisiana,79,"State House District 79 (2012), Louisiana",22,0.251124197
22080,0.015847786,0.164206506,-0.289036159,0.346151134,0.051700124,33,LA,Louisiana,80,"State House District 80 (2012), Louisiana",22,0.270670783
22081,0.462276245,0.169028251,0.132556217,0.817121525,0.531966136,26,LA,Louisiana,81,"State House District 81 (2012), Louisiana",22,0.292031414
22082,0.229816731,0.143334022,-0.035961041,0.543439616,0.369713688,37,LA,Louisiana,82,"State House District 82 (2012), Louisiana",22,0.279809976
22083,0.014100417,0.168819448,-0.349897983,0.390428461,0.169912887,20,LA,Louisiana,83,"State House District 83 (2012), Louisiana",22,0.699738761
22084,0.505281437,0.261619703,0.018123495,0.853045992,0.653559369,26,LA,Louisiana,84,"State House District 84 (2012), Louisiana",22,0.31945959
